County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Contra Costa County, CA",6013.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,93.0
"El Dorado County, CA",6017.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Fresno County, CA",6019.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0
"Humboldt County, CA",6023.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Imperial County, CA",6025.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Kern County, CA",6029.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,133.0
"Kings County, CA",6031.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Lake County, CA",6033.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Lassen County, CA",6035.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Los Angeles County, CA",6037.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,561.0
"Los Angeles County, CA",6037.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Los Angeles County, CA",6037.0,2011.0,All other drug-induced causes,D9,22.0
"Madera County, CA",6039.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Marin County, CA",6041.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Mendocino County, CA",6045.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Merced County, CA",6047.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Monterey County, CA",6053.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Nevada County, CA",6057.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Orange County, CA",6059.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,239.0
"Orange County, CA",6059.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0
"Placer County, CA",6061.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Riverside County, CA",6065.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,213.0
"Sacramento County, CA",6067.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,152.0
"Sacramento County, CA",6067.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Sacramento County, CA",6067.0,2011.0,All other drug-induced causes,D9,19.0
"San Bernardino County, CA",6071.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0
"San Bernardino County, CA",6071.0,2011.0,All other drug-induced causes,D9,81.0
"San Diego County, CA",6073.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,330.0
"San Diego County, CA",6073.0,2011.0,All other drug-induced causes,D9,13.0
"San Francisco County, CA",6075.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,168.0
"San Francisco County, CA",6075.0,2011.0,All other drug-induced causes,D9,15.0
"San Joaquin County, CA",6077.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0
"San Luis Obispo County, CA",6079.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"San Mateo County, CA",6081.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0
"Santa Barbara County, CA",6083.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Santa Clara County, CA",6085.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0
"Santa Cruz County, CA",6087.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Shasta County, CA",6089.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"Siskiyou County, CA",6093.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Solano County, CA",6095.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Solano County, CA",6095.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Sonoma County, CA",6097.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Stanislaus County, CA",6099.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0
"Sutter County, CA",6101.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Tulare County, CA",6107.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Tuolumne County, CA",6109.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Ventura County, CA",6111.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"Yolo County, CA",6113.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Adams County, CO",8001.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
"Arapahoe County, CO",8005.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0
"Boulder County, CO",8013.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Denver County, CO",8031.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,136.0
"Denver County, CO",8031.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Douglas County, CO",8035.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"El Paso County, CO",8041.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0
"Jefferson County, CO",8059.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Larimer County, CO",8069.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Mesa County, CO",8077.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Pueblo County, CO",8101.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Weld County, CO",8123.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Fairfield County, CT",9001.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Hartford County, CT",9003.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0
"Litchfield County, CT",9005.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Middlesex County, CT",9007.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"New Haven County, CT",9009.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0
"New London County, CT",9011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Windham County, CT",9015.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Kent County, DE",10001.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"New Castle County, DE",10003.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0
"Sussex County, DE",10005.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Sussex County, DE",10005.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"District of Columbia, DC",11001.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0
"District of Columbia, DC",11001.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Alachua County, FL",12001.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Brevard County, FL",12009.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,107.0
"Broward County, FL",12011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,186.0
"Charlotte County, FL",12015.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Charlotte County, FL",12015.0,2011.0,All other drug-induced causes,D9,17.0
"Citrus County, FL",12017.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Clay County, FL",12019.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Collier County, FL",12021.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Duval County, FL",12031.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0
"Escambia County, FL",12033.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Flagler County, FL",12035.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Hernando County, FL",12053.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Highlands County, FL",12055.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Hillsborough County, FL",12057.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,211.0
"Indian River County, FL",12061.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Lake County, FL",12069.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Lee County, FL",12071.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0
"Leon County, FL",12073.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Manatee County, FL",12081.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0
"Marion County, FL",12083.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"Martin County, FL",12085.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Miami-Dade County, FL",12086.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0
"Miami-Dade County, FL",12086.0,2011.0,All other drug-induced causes,D9,11.0
"Monroe County, FL",12087.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Nassau County, FL",12089.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Okaloosa County, FL",12091.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Okeechobee County, FL",12093.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Orange County, FL",12095.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,125.0
"Osceola County, FL",12097.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Palm Beach County, FL",12099.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,160.0
"Pasco County, FL",12101.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0
"Pinellas County, FL",12103.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,213.0
"Polk County, FL",12105.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"Putnam County, FL",12107.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"St. Johns County, FL",12109.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"St. Lucie County, FL",12111.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Santa Rosa County, FL",12113.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Sarasota County, FL",12115.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0
"Seminole County, FL",12117.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Volusia County, FL",12127.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0
"Bartow County, GA",13015.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Bibb County, GA",13021.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Camden County, GA",13039.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Carroll County, GA",13045.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Catoosa County, GA",13047.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Chatham County, GA",13051.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Cherokee County, GA",13057.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Clarke County, GA",13059.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Clayton County, GA",13063.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Cobb County, GA",13067.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0
"Coweta County, GA",13077.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"DeKalb County, GA",13089.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Douglas County, GA",13097.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Fayette County, GA",13113.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Floyd County, GA",13115.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Forsyth County, GA",13117.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Fulton County, GA",13121.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0
"Gordon County, GA",13129.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Gwinnett County, GA",13135.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Hall County, GA",13139.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Henry County, GA",13151.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Jackson County, GA",13157.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Murray County, GA",13213.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Muscogee County, GA",13215.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Newton County, GA",13217.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Paulding County, GA",13223.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Richmond County, GA",13245.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Troup County, GA",13285.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Walker County, GA",13295.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Whitfield County, GA",13313.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Hawaii County, HI",15001.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Honolulu County, HI",15003.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0
"Honolulu County, HI",15003.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Maui County, HI",15009.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Maui County, HI",15009.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Ada County, ID",16001.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Bannock County, ID",16005.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Bonneville County, ID",16019.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Canyon County, ID",16027.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Champaign County, IL",17019.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Cook County, IL",17031.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,450.0
"Cook County, IL",17031.0,2011.0,All other drug-induced causes,D9,20.0
"DeKalb County, IL",17037.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"DuPage County, IL",17043.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0
"Kane County, IL",17089.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Kankakee County, IL",17091.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Kendall County, IL",17093.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Lake County, IL",17097.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0
"LaSalle County, IL",17099.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"McHenry County, IL",17111.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"McLean County, IL",17113.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Madison County, IL",17119.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Peoria County, IL",17143.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Rock Island County, IL",17161.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"St. Clair County, IL",17163.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Sangamon County, IL",17167.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Tazewell County, IL",17179.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Will County, IL",17197.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0
"Williamson County, IL",17199.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Winnebago County, IL",17201.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Allen County, IN",18003.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Clark County, IN",18019.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Delaware County, IN",18035.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Elkhart County, IN",18039.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Floyd County, IN",18043.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Grant County, IN",18053.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Hamilton County, IN",18057.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Hendricks County, IN",18063.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Howard County, IN",18067.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Johnson County, IN",18081.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Lake County, IN",18089.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"La Porte County, IN",18091.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Madison County, IN",18095.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Marion County, IN",18097.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,126.0
"Marion County, IN",18097.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Monroe County, IN",18105.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Montgomery County, IN",18107.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Porter County, IN",18127.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"St. Joseph County, IN",18141.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Scott County, IN",18143.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Tippecanoe County, IN",18157.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Vanderburgh County, IN",18163.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Wayne County, IN",18177.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Linn County, IA",19113.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Polk County, IA",19153.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Scott County, IA",19163.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Johnson County, KS",20091.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Sedgwick County, KS",20173.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Shawnee County, KS",20177.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Wyandotte County, KS",20209.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Wyandotte County, KS",20209.0,2011.0,All other drug-induced causes,D9,13.0
"Bell County, KY",21013.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
